image_id,file_name,width,height,x_min,y_min,x_max,y_max,class_id
ISIC_0010047,ISIC_0010047.jpg,512,512,102,44,414,433,1
ISIC_0010053,ISIC_0010053.jpg,512,512,161,164,316,336,1
ISIC_0010054,ISIC_0010054.jpg,512,512,97,52,396,444,1
ISIC_0010055,ISIC_0010055.jpg,512,512,106,96,365,412,1
ISIC_0010056,ISIC_0010056.jpg,512,512,1,2,512,512,1
ISIC_0010057,ISIC_0010057.jpg,512,512,87,3,442,512,1
ISIC_0010058,ISIC_0010058.jpg,512,512,132,63,407,398,1
ISIC_0010059,ISIC_0010059.jpg,512,512,185,176,366,332,1
ISIC_0010060,ISIC_0010060.jpg,512,512,240,167,342,356,1
ISIC_0010061,ISIC_0010061.jpg,512,512,172,118,346,330,1
ISIC_0010062,ISIC_0010062.jpg,512,512,0,29,507,505,1
ISIC_0010063,ISIC_0010063.jpg,512,512,2,3,498,512,1
ISIC_0010064,ISIC_0010064.jpg,512,512,142,128,340,422,1
ISIC_0010066,ISIC_0010066.jpg,512,512,112,64,436,419,1
ISIC_0010067,ISIC_0010067.jpg,512,512,98,182,445,412,1
ISIC_0010069,ISIC_0010069.jpg,512,512,200,170,349,374,1
ISIC_0010070,ISIC_0010070.jpg,512,512,85,118,399,437,1
ISIC_0010071,ISIC_0010071.jpg,512,512,1,3,509,512,1
ISIC_0010073,ISIC_0010073.jpg,512,512,128,55,368,494,1
ISIC_0010074,ISIC_0010074.jpg,512,512,128,61,360,419,1
ISIC_0010075,ISIC_0010075.jpg,512,512,92,2,488,512,1
ISIC_0010077,ISIC_0010077.jpg,512,512,138,135,346,359,1
ISIC_0010078,ISIC_0010078.jpg,512,512,101,11,444,512,1
ISIC_0010081,ISIC_0010081.jpg,512,512,171,146,337,390,1
ISIC_0010086,ISIC_0010086.jpg,512,512,123,114,342,494,1
ISIC_0010088,ISIC_0010088.jpg,512,512,200,172,338,352,1
ISIC_0010089,ISIC_0010089.jpg,512,512,197,166,338,340,1
ISIC_0010090,ISIC_0010090.jpg,512,512,203,222,315,368,1
ISIC_0010092,ISIC_0010092.jpg,512,512,161,129,346,405,1
ISIC_0010093,ISIC_0010093.jpg,512,512,0,71,510,467,1
ISIC_0010094,ISIC_0010094.jpg,512,512,101,91,382,365,1
ISIC_0010100,ISIC_0010100.jpg,512,512,105,132,455,497,1
ISIC_0010102,ISIC_0010102.jpg,512,512,120,74,383,460,1
ISIC_0010104,ISIC_0010104.jpg,512,512,180,160,335,316,1
ISIC_0010105,ISIC_0010105.jpg,512,512,153,101,340,368,1
ISIC_0010168,ISIC_0010168.jpg,512,512,100,110,435,402,1
ISIC_0010169,ISIC_0010169.jpg,512,512,21,4,512,512,1
ISIC_0010171,ISIC_0010171.jpg,512,512,93,56,411,440,1
ISIC_0010173,ISIC_0010173.jpg,512,512,153,208,344,410,1
ISIC_0010174,ISIC_0010174.jpg,512,512,146,52,414,432,1
ISIC_0010175,ISIC_0010175.jpg,512,512,23,5,511,498,1
ISIC_0010176,ISIC_0010176.jpg,512,512,215,110,336,362,1
ISIC_0010177,ISIC_0010177.jpg,512,512,215,168,320,328,1
ISIC_0010178,ISIC_0010178.jpg,512,512,168,122,337,387,1
ISIC_0010180,ISIC_0010180.jpg,512,512,144,120,361,370,1
ISIC_0010182,ISIC_0010182.jpg,512,512,210,122,277,359,1
ISIC_0010183,ISIC_0010183.jpg,512,512,212,165,342,323,1
ISIC_0010184,ISIC_0010184.jpg,512,512,71,207,369,408,1
ISIC_0010185,ISIC_0010185.jpg,512,512,133,194,345,354,1
ISIC_0010186,ISIC_0010186.jpg,512,512,117,69,398,506,1
ISIC_0010187,ISIC_0010187.jpg,512,512,39,92,441,480,1
ISIC_0010189,ISIC_0010189.jpg,512,512,1,1,512,512,1
ISIC_0010190,ISIC_0010190.jpg,512,512,1,5,511,510,1
ISIC_0010191,ISIC_0010191.jpg,512,512,62,94,492,481,1
ISIC_0010192,ISIC_0010192.jpg,512,512,143,99,334,454,1
ISIC_0010194,ISIC_0010194.jpg,512,512,21,172,241,512,1
ISIC_0010201,ISIC_0010201.jpg,512,512,26,60,448,506,1
ISIC_0010202,ISIC_0010202.jpg,512,512,0,0,420,511,1
ISIC_0010204,ISIC_0010204.jpg,512,512,0,1,512,512,1
ISIC_0010205,ISIC_0010205.jpg,512,512,187,150,343,361,1
ISIC_0010206,ISIC_0010206.jpg,512,512,169,148,347,344,1
ISIC_0010207,ISIC_0010207.jpg,512,512,208,129,325,330,1
ISIC_0010212,ISIC_0010212.jpg,512,512,115,42,415,487,1
ISIC_0010213,ISIC_0010213.jpg,512,512,134,199,409,512,1
ISIC_0010215,ISIC_0010215.jpg,512,512,86,106,338,404,1
ISIC_0010216,ISIC_0010216.jpg,512,512,155,185,341,404,1
ISIC_0010219,ISIC_0010219.jpg,512,512,124,111,371,383,1
ISIC_0010220,ISIC_0010220.jpg,512,512,170,208,343,382,1
ISIC_0010222,ISIC_0010222.jpg,512,512,0,1,511,512,1
ISIC_0010225,ISIC_0010225.jpg,512,512,162,141,373,397,1
ISIC_0010226,ISIC_0010226.jpg,512,512,223,78,398,374,1
ISIC_0010227,ISIC_0010227.jpg,512,512,168,125,329,387,1
ISIC_0010228,ISIC_0010228.jpg,512,512,0,3,500,512,1
ISIC_0010229,ISIC_0010229.jpg,512,512,180,61,355,474,1
ISIC_0010231,ISIC_0010231.jpg,512,512,18,4,461,511,1
ISIC_0010232,ISIC_0010232.jpg,512,512,2,60,497,500,1
ISIC_0010233,ISIC_0010233.jpg,512,512,84,59,436,390,1
ISIC_0010234,ISIC_0010234.jpg,512,512,176,150,292,362,1
ISIC_0010235,ISIC_0010235.jpg,512,512,1,1,504,512,1
ISIC_0010236,ISIC_0010236.jpg,512,512,162,162,303,358,1
ISIC_0010237,ISIC_0010237.jpg,512,512,150,196,297,324,1
ISIC_0010238,ISIC_0010238.jpg,512,512,20,2,335,360,1
ISIC_0010239,ISIC_0010239.jpg,512,512,21,2,467,512,1
ISIC_0010240,ISIC_0010240.jpg,512,512,101,54,355,408,1
ISIC_0010241,ISIC_0010241.jpg,512,512,133,82,392,400,1
ISIC_0010244,ISIC_0010244.jpg,512,512,175,232,304,337,1
ISIC_0010247,ISIC_0010247.jpg,512,512,116,49,387,468,1
ISIC_0010248,ISIC_0010248.jpg,512,512,129,77,394,505,1
ISIC_0010249,ISIC_0010249.jpg,512,512,41,29,501,490,1
ISIC_0010251,ISIC_0010251.jpg,512,512,262,218,344,364,1
ISIC_0010252,ISIC_0010252.jpg,512,512,1,4,502,512,1
ISIC_0010255,ISIC_0010255.jpg,512,512,213,185,301,311,1
ISIC_0010256,ISIC_0010256.jpg,512,512,217,205,309,333,1
ISIC_0010257,ISIC_0010257.jpg,512,512,62,1,467,512,1
ISIC_0010262,ISIC_0010262.jpg,512,512,172,122,351,380,1
ISIC_0010263,ISIC_0010263.jpg,512,512,164,207,256,357,1
ISIC_0010264,ISIC_0010264.jpg,512,512,1,24,464,444,1
ISIC_0010265,ISIC_0010265.jpg,512,512,121,116,387,362,1
ISIC_0010267,ISIC_0010267.jpg,512,512,41,3,425,512,1
ISIC_0010317,ISIC_0010317.jpg,512,512,205,203,345,370,1
ISIC_0010318,ISIC_0010318.jpg,512,512,146,89,363,350,1
ISIC_0010319,ISIC_0010319.jpg,512,512,58,2,445,465,1
ISIC_0010320,ISIC_0010320.jpg,512,512,12,2,498,482,1
ISIC_0010321,ISIC_0010321.jpg,512,512,60,6,396,424,1
ISIC_0010322,ISIC_0010322.jpg,512,512,1,2,512,512,1
ISIC_0010323,ISIC_0010323.jpg,512,512,4,3,509,512,1
ISIC_0010326,ISIC_0010326.jpg,512,512,103,37,409,473,1
ISIC_0010327,ISIC_0010327.jpg,512,512,134,108,340,396,1
ISIC_0010329,ISIC_0010329.jpg,512,512,0,2,512,512,1
ISIC_0010330,ISIC_0010330.jpg,512,512,16,89,487,443,1
ISIC_0010332,ISIC_0010332.jpg,512,512,108,52,451,466,1
ISIC_0010333,ISIC_0010333.jpg,512,512,35,128,385,486,1
ISIC_0010334,ISIC_0010334.jpg,512,512,33,0,489,511,1
ISIC_0010335,ISIC_0010335.jpg,512,512,83,3,487,512,1
ISIC_0010336,ISIC_0010336.jpg,512,512,93,76,391,425,1
ISIC_0010337,ISIC_0010337.jpg,512,512,133,92,378,394,1
ISIC_0010339,ISIC_0010339.jpg,512,512,131,147,353,361,1
ISIC_0010340,ISIC_0010340.jpg,512,512,61,27,410,459,1
ISIC_0010341,ISIC_0010341.jpg,512,512,169,132,301,414,1
ISIC_0010342,ISIC_0010342.jpg,512,512,66,44,510,440,1
ISIC_0010344,ISIC_0010344.jpg,512,512,91,86,361,408,1
ISIC_0010346,ISIC_0010346.jpg,512,512,123,96,394,470,1
ISIC_0010347,ISIC_0010347.jpg,512,512,49,116,411,421,1
ISIC_0010348,ISIC_0010348.jpg,512,512,152,3,426,344,1
ISIC_0010349,ISIC_0010349.jpg,512,512,51,0,474,510,1
ISIC_0010350,ISIC_0010350.jpg,512,512,109,94,412,479,1
ISIC_0010351,ISIC_0010351.jpg,512,512,174,147,330,332,1
ISIC_0010356,ISIC_0010356.jpg,512,512,152,138,317,319,1
ISIC_0010357,ISIC_0010357.jpg,512,512,164,153,325,396,1
ISIC_0010358,ISIC_0010358.jpg,512,512,157,166,420,406,1
ISIC_0010360,ISIC_0010360.jpg,512,512,75,90,408,378,1
ISIC_0010361,ISIC_0010361.jpg,512,512,39,39,408,497,1
ISIC_0010362,ISIC_0010362.jpg,512,512,118,168,250,315,1
ISIC_0010364,ISIC_0010364.jpg,512,512,106,115,364,404,1
ISIC_0010365,ISIC_0010365.jpg,512,512,123,116,369,426,1
ISIC_0010367,ISIC_0010367.jpg,512,512,181,158,356,390,1
ISIC_0010368,ISIC_0010368.jpg,512,512,177,114,401,432,1
ISIC_0010370,ISIC_0010370.jpg,512,512,106,71,408,460,1
ISIC_0010372,ISIC_0010372.jpg,512,512,143,69,417,412,1
ISIC_0010374,ISIC_0010374.jpg,512,512,62,54,486,437,1
ISIC_0010379,ISIC_0010379.jpg,512,512,144,98,374,458,1
ISIC_0010380,ISIC_0010380.jpg,512,512,202,158,417,429,1
ISIC_0010382,ISIC_0010382.jpg,512,512,2,0,487,512,1
ISIC_0010435,ISIC_0010435.jpg,512,512,172,126,355,356,1
ISIC_0010439,ISIC_0010439.jpg,512,512,251,184,332,279,1
ISIC_0010441,ISIC_0010441.jpg,512,512,268,62,435,291,1
ISIC_0010442,ISIC_0010442.jpg,512,512,111,32,418,428,1
ISIC_0010443,ISIC_0010443.jpg,512,512,167,102,372,344,1
ISIC_0010444,ISIC_0010444.jpg,512,512,217,194,327,345,1
ISIC_0010445,ISIC_0010445.jpg,512,512,139,106,403,506,1
ISIC_0010447,ISIC_0010447.jpg,512,512,110,15,407,480,1
ISIC_0010448,ISIC_0010448.jpg,512,512,40,24,478,512,1
ISIC_0010449,ISIC_0010449.jpg,512,512,77,61,372,446,1
ISIC_0010452,ISIC_0010452.jpg,512,512,117,105,443,417,1
ISIC_0010455,ISIC_0010455.jpg,512,512,1,71,466,494,1
ISIC_0010456,ISIC_0010456.jpg,512,512,165,217,266,343,1
ISIC_0010457,ISIC_0010457.jpg,512,512,8,0,511,512,1
ISIC_0010458,ISIC_0010458.jpg,512,512,186,122,394,365,1
ISIC_0010459,ISIC_0010459.jpg,512,512,69,1,512,511,1
ISIC_0010461,ISIC_0010461.jpg,512,512,148,140,317,419,1
ISIC_0010462,ISIC_0010462.jpg,512,512,170,155,325,344,1
ISIC_0010463,ISIC_0010463.jpg,512,512,59,120,450,442,1
ISIC_0010465,ISIC_0010465.jpg,512,512,94,190,404,450,1
ISIC_0010466,ISIC_0010466.jpg,512,512,108,202,327,398,1
ISIC_0010467,ISIC_0010467.jpg,512,512,177,166,334,411,1
ISIC_0010468,ISIC_0010468.jpg,512,512,133,106,333,481,1
ISIC_0010472,ISIC_0010472.jpg,512,512,189,109,304,286,1
ISIC_0010473,ISIC_0010473.jpg,512,512,51,0,511,473,1
ISIC_0010474,ISIC_0010474.jpg,512,512,194,142,353,316,1
ISIC_0010475,ISIC_0010475.jpg,512,512,127,120,368,396,1
ISIC_0010476,ISIC_0010476.jpg,512,512,180,97,345,426,1
ISIC_0010477,ISIC_0010477.jpg,512,512,24,3,512,512,1
ISIC_0010479,ISIC_0010479.jpg,512,512,60,29,455,424,1
ISIC_0010480,ISIC_0010480.jpg,512,512,76,98,486,478,1
ISIC_0010481,ISIC_0010481.jpg,512,512,151,96,312,370,1
ISIC_0010483,ISIC_0010483.jpg,512,512,131,150,306,437,1
ISIC_0010487,ISIC_0010487.jpg,512,512,70,122,424,355,1
ISIC_0010488,ISIC_0010488.jpg,512,512,30,90,435,470,1
ISIC_0010490,ISIC_0010490.jpg,512,512,111,66,395,482,1
ISIC_0010492,ISIC_0010492.jpg,512,512,9,3,512,512,1
ISIC_0010493,ISIC_0010493.jpg,512,512,119,40,467,511,1
ISIC_0010494,ISIC_0010494.jpg,512,512,83,100,423,446,1
ISIC_0010496,ISIC_0010496.jpg,512,512,93,24,414,507,1
ISIC_0010497,ISIC_0010497.jpg,512,512,56,61,435,512,1
ISIC_0010498,ISIC_0010498.jpg,512,512,124,67,384,404,1
ISIC_0010552,ISIC_0010552.jpg,512,512,3,133,444,474,1
ISIC_0010553,ISIC_0010553.jpg,512,512,105,148,391,338,1
ISIC_0010554,ISIC_0010554.jpg,512,512,162,66,335,439,1
ISIC_0010557,ISIC_0010557.jpg,512,512,151,143,345,394,1
ISIC_0010558,ISIC_0010558.jpg,512,512,37,56,490,453,1
ISIC_0010562,ISIC_0010562.jpg,512,512,182,146,350,409,1
ISIC_0010565,ISIC_0010565.jpg,512,512,179,102,395,470,1
ISIC_0010566,ISIC_0010566.jpg,512,512,117,164,332,392,1
ISIC_0010567,ISIC_0010567.jpg,512,512,149,134,366,361,1
ISIC_0010568,ISIC_0010568.jpg,512,512,20,51,494,462,1
ISIC_0010569,ISIC_0010569.jpg,512,512,212,197,292,300,1
ISIC_0010570,ISIC_0010570.jpg,512,512,75,26,423,500,1
ISIC_0010571,ISIC_0010571.jpg,512,512,116,90,412,438,1
ISIC_0010572,ISIC_0010572.jpg,512,512,69,2,407,475,1
ISIC_0010573,ISIC_0010573.jpg,512,512,112,34,398,510,1
ISIC_0010574,ISIC_0010574.jpg,512,512,160,128,297,466,1
ISIC_0010576,ISIC_0010576.jpg,512,512,78,0,372,486,1
ISIC_0010581,ISIC_0010581.jpg,512,512,151,116,379,458,1
ISIC_0010584,ISIC_0010584.jpg,512,512,169,167,328,358,1
ISIC_0010585,ISIC_0010585.jpg,512,512,233,135,321,252,1
ISIC_0010587,ISIC_0010587.jpg,512,512,120,102,373,321,1
ISIC_0010588,ISIC_0010588.jpg,512,512,1,4,512,512,1
ISIC_0010589,ISIC_0010589.jpg,512,512,42,2,463,444,1
ISIC_0010590,ISIC_0010590.jpg,512,512,182,186,324,372,1
ISIC_0010591,ISIC_0010591.jpg,512,512,113,92,394,409,1
ISIC_0010592,ISIC_0010592.jpg,512,512,247,246,327,342,1
ISIC_0010593,ISIC_0010593.jpg,512,512,202,184,352,377,1
ISIC_0010595,ISIC_0010595.jpg,512,512,142,24,444,511,1
ISIC_0010596,ISIC_0010596.jpg,512,512,73,41,405,509,1
ISIC_0010597,ISIC_0010597.jpg,512,512,119,90,421,490,1
ISIC_0010598,ISIC_0010598.jpg,512,512,179,138,307,319,1
ISIC_0010599,ISIC_0010599.jpg,512,512,100,20,476,469,1
ISIC_0010602,ISIC_0010602.jpg,512,512,45,62,511,480,1
ISIC_0010603,ISIC_0010603.jpg,512,512,1,2,511,512,1
ISIC_0010604,ISIC_0010604.jpg,512,512,1,4,510,512,1
ISIC_0010605,ISIC_0010605.jpg,512,512,77,0,510,511,1
ISIC_0010606,ISIC_0010606.jpg,512,512,88,131,381,384,1
ISIC_0010607,ISIC_0010607.jpg,512,512,206,210,311,388,1
ISIC_0010844,ISIC_0010844.jpg,512,512,135,84,386,431,1
ISIC_0010846,ISIC_0010846.jpg,512,512,39,8,406,496,1
ISIC_0010847,ISIC_0010847.jpg,512,512,118,73,444,438,1
ISIC_0010848,ISIC_0010848.jpg,512,512,133,149,322,382,1
ISIC_0010849,ISIC_0010849.jpg,512,512,102,22,338,473,1
ISIC_0010850,ISIC_0010850.jpg,512,512,117,128,292,379,1
ISIC_0010851,ISIC_0010851.jpg,512,512,164,108,402,442,1
ISIC_0010852,ISIC_0010852.jpg,512,512,174,198,350,366,1
ISIC_0010853,ISIC_0010853.jpg,512,512,167,182,310,347,1
ISIC_0010854,ISIC_0010854.jpg,512,512,143,149,326,376,1
ISIC_0010856,ISIC_0010856.jpg,512,512,93,82,424,419,1
ISIC_0010857,ISIC_0010857.jpg,512,512,0,6,507,512,1
ISIC_0010858,ISIC_0010858.jpg,512,512,96,180,377,496,1
ISIC_0010860,ISIC_0010860.jpg,512,512,114,47,379,413,1
ISIC_0010861,ISIC_0010861.jpg,512,512,177,182,277,335,1
ISIC_0010862,ISIC_0010862.jpg,512,512,93,126,297,382,1
ISIC_0010863,ISIC_0010863.jpg,512,512,62,25,480,510,1
ISIC_0010864,ISIC_0010864.jpg,512,512,122,170,367,458,1
ISIC_0011079,ISIC_0011079.jpg,512,512,69,0,435,511,1
ISIC_0011081,ISIC_0011081.jpg,512,512,138,93,417,500,1
ISIC_0011082,ISIC_0011082.jpg,512,512,228,196,302,296,1
ISIC_0011083,ISIC_0011083.jpg,512,512,192,193,282,329,1
ISIC_0011084,ISIC_0011084.jpg,512,512,106,106,376,488,1
ISIC_0011085,ISIC_0011085.jpg,512,512,185,140,339,396,1
ISIC_0011088,ISIC_0011088.jpg,512,512,145,102,412,500,1
ISIC_0011089,ISIC_0011089.jpg,512,512,147,87,395,404,1
ISIC_0011090,ISIC_0011090.jpg,512,512,54,90,415,424,1
ISIC_0011092,ISIC_0011092.jpg,512,512,196,100,349,362,1
ISIC_0011095,ISIC_0011095.jpg,512,512,92,128,371,432,1
ISIC_0011097,ISIC_0011097.jpg,512,512,145,87,311,388,1
ISIC_0011098,ISIC_0011098.jpg,512,512,145,159,317,377,1
ISIC_0011099,ISIC_0011099.jpg,512,512,101,104,495,431,1
ISIC_0011101,ISIC_0011101.jpg,512,512,93,146,345,444,1
ISIC_0011102,ISIC_0011102.jpg,512,512,120,100,424,466,1
ISIC_0011104,ISIC_0011104.jpg,512,512,107,4,414,496,1
ISIC_0011105,ISIC_0011105.jpg,512,512,2,105,471,482,1
ISIC_0011107,ISIC_0011107.jpg,512,512,58,1,451,510,1
ISIC_0011109,ISIC_0011109.jpg,512,512,65,24,465,512,1
ISIC_0011110,ISIC_0011110.jpg,512,512,147,151,350,404,1
ISIC_0011112,ISIC_0011112.jpg,512,512,10,2,484,510,1
ISIC_0011114,ISIC_0011114.jpg,512,512,175,140,363,404,1
ISIC_0011115,ISIC_0011115.jpg,512,512,207,204,303,324,1
ISIC_0011117,ISIC_0011117.jpg,512,512,72,69,430,506,1
ISIC_0011118,ISIC_0011118.jpg,512,512,192,54,374,400,1
ISIC_0011119,ISIC_0011119.jpg,512,512,153,157,365,384,1
ISIC_0011120,ISIC_0011120.jpg,512,512,1,4,512,510,1
ISIC_0011121,ISIC_0011121.jpg,512,512,1,0,512,512,1
ISIC_0011123,ISIC_0011123.jpg,512,512,117,96,400,460,1
ISIC_0011124,ISIC_0011124.jpg,512,512,106,104,444,446,1
ISIC_0011127,ISIC_0011127.jpg,512,512,169,130,358,404,1
ISIC_0011128,ISIC_0011128.jpg,512,512,94,40,397,512,1
ISIC_0011129,ISIC_0011129.jpg,512,512,48,42,480,459,1
ISIC_0011130,ISIC_0011130.jpg,512,512,143,143,358,393,1
ISIC_0011131,ISIC_0011131.jpg,512,512,114,94,378,462,1
ISIC_0011132,ISIC_0011132.jpg,512,512,137,42,357,340,1
ISIC_0011135,ISIC_0011135.jpg,512,512,204,58,435,391,1
ISIC_0011137,ISIC_0011137.jpg,512,512,107,48,443,442,1
ISIC_0011139,ISIC_0011139.jpg,512,512,116,9,369,512,1
ISIC_0011140,ISIC_0011140.jpg,512,512,152,125,365,332,1
ISIC_0011143,ISIC_0011143.jpg,512,512,183,186,254,253,1
ISIC_0011144,ISIC_0011144.jpg,512,512,98,108,379,462,1
ISIC_0011146,ISIC_0011146.jpg,512,512,172,118,362,370,1
ISIC_0011149,ISIC_0011149.jpg,512,512,50,0,416,511,1
ISIC_0011150,ISIC_0011150.jpg,512,512,96,153,295,364,1
ISIC_0011151,ISIC_0011151.jpg,512,512,0,6,512,512,1
ISIC_0011155,ISIC_0011155.jpg,512,512,57,60,450,439,1
ISIC_0011156,ISIC_0011156.jpg,512,512,34,2,380,511,1
ISIC_0011157,ISIC_0011157.jpg,512,512,163,128,380,390,1
ISIC_0011158,ISIC_0011158.jpg,512,512,19,20,480,512,1
ISIC_0011159,ISIC_0011159.jpg,512,512,75,59,512,512,1
ISIC_0011161,ISIC_0011161.jpg,512,512,9,76,469,436,1
ISIC_0011162,ISIC_0011162.jpg,512,512,129,92,364,355,1
ISIC_0011163,ISIC_0011163.jpg,512,512,164,151,369,362,1
ISIC_0011164,ISIC_0011164.jpg,512,512,189,164,369,375,1
ISIC_0011165,ISIC_0011165.jpg,512,512,87,159,472,442,1
ISIC_0011166,ISIC_0011166.jpg,512,512,174,143,374,377,1
ISIC_0011167,ISIC_0011167.jpg,512,512,22,4,491,512,1
ISIC_0011168,ISIC_0011168.jpg,512,512,178,184,303,359,1
ISIC_0011169,ISIC_0011169.jpg,512,512,175,77,423,443,1
ISIC_0011170,ISIC_0011170.jpg,512,512,83,146,425,372,1
ISIC_0011171,ISIC_0011171.jpg,512,512,163,126,335,323,1
ISIC_0011173,ISIC_0011173.jpg,512,512,178,211,283,347,1
ISIC_0011176,ISIC_0011176.jpg,512,512,94,84,381,454,1
ISIC_0011177,ISIC_0011177.jpg,512,512,77,76,426,491,1
ISIC_0011199,ISIC_0011199.jpg,512,512,213,148,353,294,1
ISIC_0011202,ISIC_0011202.jpg,512,512,169,89,393,360,1
ISIC_0011203,ISIC_0011203.jpg,512,512,153,29,421,510,1
ISIC_0011204,ISIC_0011204.jpg,512,512,68,171,333,401,1
ISIC_0011205,ISIC_0011205.jpg,512,512,165,108,334,306,1
ISIC_0011207,ISIC_0011207.jpg,512,512,197,164,326,330,1
ISIC_0011208,ISIC_0011208.jpg,512,512,91,112,332,282,1
ISIC_0011210,ISIC_0011210.jpg,512,512,182,136,268,322,1
ISIC_0011211,ISIC_0011211.jpg,512,512,82,118,494,466,1
ISIC_0011212,ISIC_0011212.jpg,512,512,2,93,512,493,1
ISIC_0011213,ISIC_0011213.jpg,512,512,192,172,315,294,1
ISIC_0011214,ISIC_0011214.jpg,512,512,30,65,472,511,1
ISIC_0011218,ISIC_0011218.jpg,512,512,153,69,301,263,1
ISIC_0011219,ISIC_0011219.jpg,512,512,186,122,355,361,1
ISIC_0011220,ISIC_0011220.jpg,512,512,237,152,347,300,1
ISIC_0011223,ISIC_0011223.jpg,512,512,184,143,335,397,1
ISIC_0011224,ISIC_0011224.jpg,512,512,125,76,389,458,1
ISIC_0011225,ISIC_0011225.jpg,512,512,246,234,344,347,1
ISIC_0011227,ISIC_0011227.jpg,512,512,58,37,370,422,1
ISIC_0011228,ISIC_0011228.jpg,512,512,69,93,399,435,1
ISIC_0011229,ISIC_0011229.jpg,512,512,37,0,405,511,1
ISIC_0011230,ISIC_0011230.jpg,512,512,151,104,379,338,1
ISIC_0011292,ISIC_0011292.jpg,512,512,146,114,334,382,1
ISIC_0011294,ISIC_0011294.jpg,512,512,82,152,343,450,1
ISIC_0011295,ISIC_0011295.jpg,512,512,105,2,408,512,1
ISIC_0011296,ISIC_0011296.jpg,512,512,128,98,363,404,1
ISIC_0011297,ISIC_0011297.jpg,512,512,123,132,353,388,1
ISIC_0011298,ISIC_0011298.jpg,512,512,207,196,356,379,1
ISIC_0011300,ISIC_0011300.jpg,512,512,9,0,502,512,1
ISIC_0011301,ISIC_0011301.jpg,512,512,143,78,422,420,1
ISIC_0011303,ISIC_0011303.jpg,512,512,75,125,282,337,1
ISIC_0011304,ISIC_0011304.jpg,512,512,113,188,303,347,1
ISIC_0011305,ISIC_0011305.jpg,512,512,198,143,369,470,1
ISIC_0011306,ISIC_0011306.jpg,512,512,118,130,394,347,1
ISIC_0011315,ISIC_0011315.jpg,512,512,110,54,423,407,1
ISIC_0011317,ISIC_0011317.jpg,512,512,226,130,334,291,1
ISIC_0011322,ISIC_0011322.jpg,512,512,81,10,394,512,1
ISIC_0011323,ISIC_0011323.jpg,512,512,145,11,298,450,1
ISIC_0011324,ISIC_0011324.jpg,512,512,195,58,365,424,1
ISIC_0011326,ISIC_0011326.jpg,512,512,77,71,313,480,1
ISIC_0011327,ISIC_0011327.jpg,512,512,68,94,512,367,1
ISIC_0011328,ISIC_0011328.jpg,512,512,159,72,375,502,1
ISIC_0011329,ISIC_0011329.jpg,512,512,4,12,511,512,1
ISIC_0011330,ISIC_0011330.jpg,512,512,135,199,317,372,1
ISIC_0011333,ISIC_0011333.jpg,512,512,121,71,456,487,1
ISIC_0011334,ISIC_0011334.jpg,512,512,1,1,512,512,1
ISIC_0011336,ISIC_0011336.jpg,512,512,61,97,388,460,1
ISIC_0011338,ISIC_0011338.jpg,512,512,161,143,372,416,1
ISIC_0011339,ISIC_0011339.jpg,512,512,167,96,423,439,1
ISIC_0011341,ISIC_0011341.jpg,512,512,186,172,417,400,1
ISIC_0011343,ISIC_0011343.jpg,512,512,149,108,333,422,1
ISIC_0011344,ISIC_0011344.jpg,512,512,145,136,358,410,1
ISIC_0011345,ISIC_0011345.jpg,512,512,204,32,346,408,1
ISIC_0011347,ISIC_0011347.jpg,512,512,2,36,511,512,1
ISIC_0011348,ISIC_0011348.jpg,512,512,7,24,504,510,1
ISIC_0011349,ISIC_0011349.jpg,512,512,9,5,504,510,1
ISIC_0011352,ISIC_0011352.jpg,512,512,52,36,457,462,1
ISIC_0011353,ISIC_0011353.jpg,512,512,161,192,319,342,1
ISIC_0011356,ISIC_0011356.jpg,512,512,0,0,512,512,1
ISIC_0011357,ISIC_0011357.jpg,512,512,112,133,308,350,1
ISIC_0011358,ISIC_0011358.jpg,512,512,62,100,396,402,1
ISIC_0011359,ISIC_0011359.jpg,512,512,103,82,346,355,1
ISIC_0011360,ISIC_0011360.jpg,512,512,0,1,510,512,1
ISIC_0011361,ISIC_0011361.jpg,512,512,0,6,512,512,1
ISIC_0011362,ISIC_0011362.jpg,512,512,139,42,354,416,1
ISIC_0011363,ISIC_0011363.jpg,512,512,11,40,482,488,1
ISIC_0011366,ISIC_0011366.jpg,512,512,89,44,437,431,1
ISIC_0011367,ISIC_0011367.jpg,512,512,188,180,307,330,1
ISIC_0011372,ISIC_0011372.jpg,512,512,162,202,282,336,1
ISIC_0011373,ISIC_0011373.jpg,512,512,1,2,512,512,1
ISIC_0011374,ISIC_0011374.jpg,512,512,2,11,415,512,1
ISIC_0011378,ISIC_0011378.jpg,512,512,152,20,352,430,1
ISIC_0011382,ISIC_0011382.jpg,512,512,112,122,462,481,1
ISIC_0011383,ISIC_0011383.jpg,512,512,208,121,418,347,1
ISIC_0011384,ISIC_0011384.jpg,512,512,77,104,422,368,1
ISIC_0011385,ISIC_0011385.jpg,512,512,97,167,370,478,1
ISIC_0011386,ISIC_0011386.jpg,512,512,162,198,315,394,1
ISIC_0011387,ISIC_0011387.jpg,512,512,70,0,511,511,1
ISIC_0011390,ISIC_0011390.jpg,512,512,1,1,512,512,1
ISIC_0011393,ISIC_0011393.jpg,512,512,216,140,333,306,1
ISIC_0011397,ISIC_0011397.jpg,512,512,34,54,458,402,1
